"INDICATOR","HLTHRES_228"

"HLTHRES_228","Психиатрические койки, Всего"

"UNIT_TYPE","Единица"
"NUM_BEDS","количество спальных мест"

"EXTERNID","Идентификатор в источнике данных"

"DATA_SOURCE","Источник данных"
"HLTHRES","Европейская база данных кадровых и технических ресурсов здравоохранения (HlthRes-DB)"

"DATA_TYPE_REPRESENTATION","Представление типов данных"
"COUNT","Подсчет"

"DATA_SET","Набор данных"
"HLTHRES","Европейская база данных кадровых и технических ресурсов здравоохранения (HlthRes-DB) "

"DATA_MASK","Маска для контроля формата выходных значений"

"CARE_TYPE","Кровати по видам медицинской помощи в больницах"
"ALL","Все типы уход"
"CURATIVE","Лечебное (интенсивный) уход"
"PSYCHIATRIC","Психиатрическая помощь"
"LONG_TERM","Длительный уход"
"OTHER","Другие типы ухода"

"COUNTRY","COUNTRY_GRP","CARE_TYPE","YEAR","VALUE"
"ITA","","PSYCHIATRIC","1999","9217"
"ITA","","PSYCHIATRIC","2000","8441"
"ITA","","PSYCHIATRIC","2001","8210"
"ITA","","PSYCHIATRIC","2002","8233"
"ITA","","PSYCHIATRIC","2003","7800"
"ITA","","PSYCHIATRIC","2004","7604"
"ITA","","PSYCHIATRIC","2005","7761"
"ITA","","PSYCHIATRIC","2006","7675"
"ITA","","PSYCHIATRIC","2007","6861"
"ITA","","PSYCHIATRIC","2008","6585"
"ITA","","PSYCHIATRIC","2009","6382"
"ITA","","PSYCHIATRIC","2010","6089"
"ITA","","PSYCHIATRIC","2011","6086"
"ITA","","PSYCHIATRIC","2012","5682"
"KAZ","","PSYCHIATRIC","1980","11700"
"KAZ","","PSYCHIATRIC","1981","11790"
"KAZ","","PSYCHIATRIC","1982","12050"
"KAZ","","PSYCHIATRIC","1983","12255"
"KAZ","","PSYCHIATRIC","1984","12405"
"KAZ","","PSYCHIATRIC","1985","12335"
"KAZ","","PSYCHIATRIC","1986","12355"
"KAZ","","PSYCHIATRIC","1987","12495"
"KAZ","","PSYCHIATRIC","1988","12590"
"KAZ","","PSYCHIATRIC","1989","13915"
"KAZ","","PSYCHIATRIC","1990","14020"
"KAZ","","PSYCHIATRIC","1991","14795"
"KAZ","","PSYCHIATRIC","1992","14575"
"KAZ","","PSYCHIATRIC","1993","14083"
"KAZ","","PSYCHIATRIC","1994","13555"
"KAZ","","PSYCHIATRIC","1995","12995"
"KAZ","","PSYCHIATRIC","1996","12107"
"KAZ","","PSYCHIATRIC","1997","10845"
"KAZ","","PSYCHIATRIC","1998","10317"
"KAZ","","PSYCHIATRIC","1999","9794"
"KAZ","","PSYCHIATRIC","2000","9821"
"KAZ","","PSYCHIATRIC","2001","9707"
"KAZ","","PSYCHIATRIC","2002","9717"
"KAZ","","PSYCHIATRIC","2003","9792"
"KAZ","","PSYCHIATRIC","2004","9692"
"KAZ","","PSYCHIATRIC","2005","9717"
"KAZ","","PSYCHIATRIC","2006","9722"
"KAZ","","PSYCHIATRIC","2007","9724"
"KAZ","","PSYCHIATRIC","2008","9634"
"KAZ","","PSYCHIATRIC","2009","9609"
"KAZ","","PSYCHIATRIC","2010","9432"
"KAZ","","PSYCHIATRIC","2011","9287"
"KAZ","","PSYCHIATRIC","2012","9212"
"KAZ","","PSYCHIATRIC","2013","9102"
"KGZ","","PSYCHIATRIC","1980","3420"
"KGZ","","PSYCHIATRIC","1981","3480"
"KGZ","","PSYCHIATRIC","1982","3515"
"KGZ","","PSYCHIATRIC","1983","3515"
"KGZ","","PSYCHIATRIC","1984","3515"
"KGZ","","PSYCHIATRIC","1985","3545"
"KGZ","","PSYCHIATRIC","1986","3625"
"KGZ","","PSYCHIATRIC","1987","3635"
"KGZ","","PSYCHIATRIC","1988","3635"
"KGZ","","PSYCHIATRIC","1989","3695"
"KGZ","","PSYCHIATRIC","1990","3725"
"KGZ","","PSYCHIATRIC","1991","3750"
"KGZ","","PSYCHIATRIC","1992","3850"
"KGZ","","PSYCHIATRIC","1993","3395"
"KGZ","","PSYCHIATRIC","1994","3200"
"KGZ","","PSYCHIATRIC","1995","2995"
"KGZ","","PSYCHIATRIC","1996","3000"
"KGZ","","PSYCHIATRIC","1997","2900"
"KGZ","","PSYCHIATRIC","1998","2760"
"KGZ","","PSYCHIATRIC","1999","2680"
"KGZ","","PSYCHIATRIC","2000","2761"
"KGZ","","PSYCHIATRIC","2001","2416"
"KGZ","","PSYCHIATRIC","2002","2328"
"KGZ","","PSYCHIATRIC","2003","2333"
"KGZ","","PSYCHIATRIC","2004","2216"
"KGZ","","PSYCHIATRIC","2005","2231"
"KGZ","","PSYCHIATRIC","2006","2244"
"KGZ","","PSYCHIATRIC","2007","2254"
"KGZ","","PSYCHIATRIC","2008","2233"
"KGZ","","PSYCHIATRIC","2009","1903"
"KGZ","","PSYCHIATRIC","2010","1745"
"KGZ","","PSYCHIATRIC","2011","1727"
"KGZ","","PSYCHIATRIC","2012","1722"
"KGZ","","PSYCHIATRIC","2013","1719"
"LTU","","PSYCHIATRIC","1980","5655"
"LTU","","PSYCHIATRIC","1981","5945"
"LTU","","PSYCHIATRIC","1982","6260"
"LTU","","PSYCHIATRIC","1983","6380"
"LTU","","PSYCHIATRIC","1984","6665"
"LTU","","PSYCHIATRIC","1985","6645"
"LTU","","PSYCHIATRIC","1986","6680"
"LTU","","PSYCHIATRIC","1987","6935"
"LTU","","PSYCHIATRIC","1988","7010"
"LTU","","PSYCHIATRIC","1989","7055"
"LTU","","PSYCHIATRIC","1990","6095"
"LTU","","PSYCHIATRIC","1991","5920"
"LTU","","PSYCHIATRIC","1992","5495"
"LTU","","PSYCHIATRIC","1993","5431"
"LTU","","PSYCHIATRIC","1994","4968"
"LTU","","PSYCHIATRIC","1995","4857"
"LTU","","PSYCHIATRIC","1996","4807"
"LTU","","PSYCHIATRIC","1997","4604"
"LTU","","PSYCHIATRIC","1998","4445"
"LTU","","PSYCHIATRIC","1999","4477"
"LTU","","PSYCHIATRIC","2000","4470"
"LTU","","PSYCHIATRIC","2001","4262"
"LTU","","PSYCHIATRIC","2002","3816"
"LTU","","PSYCHIATRIC","2003","3722"
"LTU","","PSYCHIATRIC","2004","3669"
"LTU","","PSYCHIATRIC","2005","3530"
"LTU","","PSYCHIATRIC","2006","3474"
"LTU","","PSYCHIATRIC","2007","3453"
"LTU","","PSYCHIATRIC","2008","3453"
"LTU","","PSYCHIATRIC","2009","3409"
"LTU","","PSYCHIATRIC","2010","3303"
"LTU","","PSYCHIATRIC","2011","3368"
"LTU","","PSYCHIATRIC","2012","3294"
"LTU","","PSYCHIATRIC","2013","3236"
"LUX","","PSYCHIATRIC","2004","501"
"LUX","","PSYCHIATRIC","2005","452"
"LUX","","PSYCHIATRIC","2006","432"
"LUX","","PSYCHIATRIC","2007","432"
"LUX","","PSYCHIATRIC","2008","432"
"LUX","","PSYCHIATRIC","2009","446"
"LUX","","PSYCHIATRIC","2010","446"
"LUX","","PSYCHIATRIC","2011","454"
"LUX","","PSYCHIATRIC","2012","458"
"LUX","","PSYCHIATRIC","2013","466"
"LUX","","PSYCHIATRIC","2014","466"
"LVA","","PSYCHIATRIC","1980","5165"
"LVA","","PSYCHIATRIC","1985","5305"
"LVA","","PSYCHIATRIC","1986","5470"
"LVA","","PSYCHIATRIC","1987","5470"
"LVA","","PSYCHIATRIC","1988","5480"
"LVA","","PSYCHIATRIC","1989","7055"
"LVA","","PSYCHIATRIC","1990","6934"
"LVA","","PSYCHIATRIC","1991","6359"
"LVA","","PSYCHIATRIC","1992","5894"
"LVA","","PSYCHIATRIC","1993","5805"
"LVA","","PSYCHIATRIC","1994","5568"
"LVA","","PSYCHIATRIC","1995","5436"
"LVA","","PSYCHIATRIC","1996","4859"
"LVA","","PSYCHIATRIC","1997","4767"
"LVA","","PSYCHIATRIC","1998","4771"
"LVA","","PSYCHIATRIC","1999","4408"
"LVA","","PSYCHIATRIC","2000","4407"
"LVA","","PSYCHIATRIC","2001","4013"
"LVA","","PSYCHIATRIC","2002","3701"
"LVA","","PSYCHIATRIC","2003","3631"
"LVA","","PSYCHIATRIC","2004","3632"
"LVA","","PSYCHIATRIC","2005","3567"
"LVA","","PSYCHIATRIC","2006","3531"
"LVA","","PSYCHIATRIC","2007","3510"
"LVA","","PSYCHIATRIC","2008","3506"
"LVA","","PSYCHIATRIC","2009","3028"
"LVA","","PSYCHIATRIC","2010","2675"
"LVA","","PSYCHIATRIC","2011","2657"
"LVA","","PSYCHIATRIC","2012","2615"
"LVA","","PSYCHIATRIC","2013","2524"
"MLT","","PSYCHIATRIC","1997","666"
"MLT","","PSYCHIATRIC","1998","666"
"MLT","","PSYCHIATRIC","1999","666"
"MLT","","PSYCHIATRIC","2000","666"
"MLT","","PSYCHIATRIC","2001","563"
"MLT","","PSYCHIATRIC","2002","551"
"MLT","","PSYCHIATRIC","2003","568"
"MLT","","PSYCHIATRIC","2004","646"
"MLT","","PSYCHIATRIC","2005","686"
"MLT","","PSYCHIATRIC","2006","686"
"MLT","","PSYCHIATRIC","2007","693"
"MLT","","PSYCHIATRIC","2008","694"
"MLT","","PSYCHIATRIC","2009","644"
"MLT","","PSYCHIATRIC","2010","602"
"MLT","","PSYCHIATRIC","2011","596"
"MLT","","PSYCHIATRIC","2012","592"
"MLT","","PSYCHIATRIC","2013","614"
"MLT","","PSYCHIATRIC","2014","570"
"MDA","","PSYCHIATRIC","1970","3100"
"MDA","","PSYCHIATRIC","1971","3200"
"MDA","","PSYCHIATRIC","1972","3300"
"MDA","","PSYCHIATRIC","1974","3750"
"MDA","","PSYCHIATRIC","1975","3750"
"MDA","","PSYCHIATRIC","1980","5145"
"MDA","","PSYCHIATRIC","1981","5280"
"MDA","","PSYCHIATRIC","1982","5300"
"MDA","","PSYCHIATRIC","1983","5560"
"MDA","","PSYCHIATRIC","1984","5675"
"MDA","","PSYCHIATRIC","1985","5775"
"MDA","","PSYCHIATRIC","1986","5985"
"MDA","","PSYCHIATRIC","1987","6245"
"MDA","","PSYCHIATRIC","1988","6225"
"MDA","","PSYCHIATRIC","1989","6220"
"MDA","","PSYCHIATRIC","1990","6380"
"MDA","","PSYCHIATRIC","1991","6250"
"MDA","","PSYCHIATRIC","1992","5625"
"MDA","","PSYCHIATRIC","1993","5315"
"MDA","","PSYCHIATRIC","1994","5255"
"MDA","","PSYCHIATRIC","1995","5255"
"MDA","","PSYCHIATRIC","1996","5215"
"MDA","","PSYCHIATRIC","1997","5035"
"MDA","","PSYCHIATRIC","1998","5169"
"MDA","","PSYCHIATRIC","1999","3579"
"MDA","","PSYCHIATRIC","2000","3181"
"MDA","","PSYCHIATRIC","2001","3141"
"MDA","","PSYCHIATRIC","2002","2996"
"MDA","","PSYCHIATRIC","2003","2988"
"MDA","","PSYCHIATRIC","2004","2803"
"MDA","","PSYCHIATRIC","2005","2688"
"MDA","","PSYCHIATRIC","2006","2631"
"MDA","","PSYCHIATRIC","2007","2560"
"MDA","","PSYCHIATRIC","2008","2560"
"MDA","","PSYCHIATRIC","2009","2560"
"MDA","","PSYCHIATRIC","2010","2560"
"MDA","","PSYCHIATRIC","2011","2560"
"MDA","","PSYCHIATRIC","2012","2560"
"MDA","","PSYCHIATRIC","2013","2150"
"MKD","","PSYCHIATRIC","1980","1520"
"MKD","","PSYCHIATRIC","1985","1575"
"MKD","","PSYCHIATRIC","1986","1595"
"MKD","","PSYCHIATRIC","1987","1630"
"MKD","","PSYCHIATRIC","1988","1635"
"MKD","","PSYCHIATRIC","1989","1635"
"MKD","","PSYCHIATRIC","1990","1624"
"MKD","","PSYCHIATRIC","1991","1624"
"MKD","","PSYCHIATRIC","1992","1558"
"MKD","","PSYCHIATRIC","1993","1534"
"MKD","","PSYCHIATRIC","1994","1511"
"MKD","","PSYCHIATRIC","1995","1525"
"MKD","","PSYCHIATRIC","1996","1490"
"MKD","","PSYCHIATRIC","1997","1410"
"MKD","","PSYCHIATRIC","1998","1469"
"MKD","","PSYCHIATRIC","1999","1469"
"MKD","","PSYCHIATRIC","2000","1434"
"MKD","","PSYCHIATRIC","2001","1386"
"MKD","","PSYCHIATRIC","2002","1366"
"MKD","","PSYCHIATRIC","2003","1358"
"MKD","","PSYCHIATRIC","2004","1298"
"MKD","","PSYCHIATRIC","2005","1235"
"MKD","","PSYCHIATRIC","2006","1193"
"MKD","","PSYCHIATRIC","2007","1168"
"MKD","","PSYCHIATRIC","2008","1168"
"MKD","","PSYCHIATRIC","2009","1163"
"MKD","","PSYCHIATRIC","2010","1137"
"MKD","","PSYCHIATRIC","2011","1148"
"MKD","","PSYCHIATRIC","2012","1161"
"MKD","","PSYCHIATRIC","2013","1128"
"MNE","","PSYCHIATRIC","1970","240"
"MNE","","PSYCHIATRIC","1971","240"
"MNE","","PSYCHIATRIC","1972","250"
"MNE","","PSYCHIATRIC","1973","285"
"MNE","","PSYCHIATRIC","1974","285"
"MNE","","PSYCHIATRIC","1975","395"
"MNE","","PSYCHIATRIC","1976","391"
"MNE","","PSYCHIATRIC","1977","359"
"MNE","","PSYCHIATRIC","1978","359"
"MNE","","PSYCHIATRIC","1979","350"
"MNE","","PSYCHIATRIC","1980","350"
"MNE","","PSYCHIATRIC","1981","350"
"MNE","","PSYCHIATRIC","1982","356"
"MNE","","PSYCHIATRIC","1983","363"
"MNE","","PSYCHIATRIC","1984","363"
"MNE","","PSYCHIATRIC","1985","363"
"MNE","","PSYCHIATRIC","1986","361"
"MNE","","PSYCHIATRIC","1987","360"
"MNE","","PSYCHIATRIC","1988","360"
"MNE","","PSYCHIATRIC","1989","360"
"MNE","","PSYCHIATRIC","1990","497"
"MNE","","PSYCHIATRIC","1991","480"
"MNE","","PSYCHIATRIC","1992","413"
"MNE","","PSYCHIATRIC","1993","413"
"MNE","","PSYCHIATRIC","1994","396"
"MNE","","PSYCHIATRIC","1995","393"
"MNE","","PSYCHIATRIC","1996","373"
"MNE","","PSYCHIATRIC","1997","373"
"MNE","","PSYCHIATRIC","1998","373"
"MNE","","PSYCHIATRIC","1999","373"
"MNE","","PSYCHIATRIC","2000","373"
"MNE","","PSYCHIATRIC","2001","373"
"MNE","","PSYCHIATRIC","2002","373"
"MNE","","PSYCHIATRIC","2003","373"
"MNE","","PSYCHIATRIC","2004","373"
"MNE","","PSYCHIATRIC","2005","374"
"MNE","","PSYCHIATRIC","2006","327"
"MNE","","PSYCHIATRIC","2007","311"
"MNE","","PSYCHIATRIC","2008","311"
"MNE","","PSYCHIATRIC","2009","311"
"MNE","","PSYCHIATRIC","2010","311"
"MNE","","PSYCHIATRIC","2011","311"
"MNE","","PSYCHIATRIC","2012","311"
"MCO","","PSYCHIATRIC","1995","59"
"MCO","","PSYCHIATRIC","2006","57"
"MCO","","PSYCHIATRIC","2007","57"
"MCO","","PSYCHIATRIC","2008","57"
"MCO","","PSYCHIATRIC","2009","57"
"MCO","","PSYCHIATRIC","2010","57"
"MCO","","PSYCHIATRIC","2011","57"
"MCO","","PSYCHIATRIC","2012","57"
"NLD","","PSYCHIATRIC","1990","26553"
"NLD","","PSYCHIATRIC","1991","26607"
"NLD","","PSYCHIATRIC","1992","26542"
"NLD","","PSYCHIATRIC","1993","26707"
"NLD","","PSYCHIATRIC","1994","26678"
"NLD","","PSYCHIATRIC","1995","26417"
"NLD","","PSYCHIATRIC","1996","26675"
"NLD","","PSYCHIATRIC","1997","26657"
"NLD","","PSYCHIATRIC","1998","26103"
"NLD","","PSYCHIATRIC","1999","26152"
"NLD","","PSYCHIATRIC","2000","24793"
"NLD","","PSYCHIATRIC","2001","24701"
"NLD","","PSYCHIATRIC","2002","22665"
"NLD","","PSYCHIATRIC","2003","22514"
"NLD","","PSYCHIATRIC","2004","22210"
"NLD","","PSYCHIATRIC","2005","22957"
"NLD","","PSYCHIATRIC","2006","22350"
"NLD","","PSYCHIATRIC","2007","22070"
"NLD","","PSYCHIATRIC","2008","22590"
"NLD","","PSYCHIATRIC","2009","23020"
"","NORDIC","PSYCHIATRIC","1980","58859"
"","NORDIC","PSYCHIATRIC","1981","56301"
"","NORDIC","PSYCHIATRIC","1982","54040"
"","NORDIC","PSYCHIATRIC","1983","53144"
"","NORDIC","PSYCHIATRIC","1984","51287"
"","NORDIC","PSYCHIATRIC","1985","47095"
"","NORDIC","PSYCHIATRIC","1986","44495"
"","NORDIC","PSYCHIATRIC","1987","39813"
"","NORDIC","PSYCHIATRIC","1988","37887"
"","NORDIC","PSYCHIATRIC","1989","34968"
"","NORDIC","PSYCHIATRIC","1990","32473"
"","NORDIC","PSYCHIATRIC","1991","29878"
"","NORDIC","PSYCHIATRIC","1992","27684"
"","NORDIC","PSYCHIATRIC","1993","26079"
"","NORDIC","PSYCHIATRIC","1994","24463"
"","NORDIC","PSYCHIATRIC","1995","22534"
"","NORDIC","PSYCHIATRIC","1996","21049"
"","NORDIC","PSYCHIATRIC","1997","19661"
"","NORDIC","PSYCHIATRIC","1998","19134"
"","NORDIC","PSYCHIATRIC","1999","18886"
"","NORDIC","PSYCHIATRIC","2000","18309"
"","NORDIC","PSYCHIATRIC","2001","18019"
"","NORDIC","PSYCHIATRIC","2002","20060"
"","NORDIC","PSYCHIATRIC","2003","19424"
"","NORDIC","PSYCHIATRIC","2004","20415"
"","NORDIC","PSYCHIATRIC","2005","20159"
"","NORDIC","PSYCHIATRIC","2006","20077"
"","NORDIC","PSYCHIATRIC","2007","19639"
"","NORDIC","PSYCHIATRIC","2008","19030"
"","NORDIC","PSYCHIATRIC","2009","18760"
"","NORDIC","PSYCHIATRIC","2010","18338"
"","NORDIC","PSYCHIATRIC","2011","17802"
"","NORDIC","PSYCHIATRIC","2012","17329"
"","NORDIC","PSYCHIATRIC","2013","16901"
"NOR","","PSYCHIATRIC","1980","7833"
"NOR","","PSYCHIATRIC","1985","5261"
"NOR","","PSYCHIATRIC","1986","5087"
"NOR","","PSYCHIATRIC","1987","5145"
"NOR","","PSYCHIATRIC","1988","4988"
"NOR","","PSYCHIATRIC","1989","4420"
"NOR","","PSYCHIATRIC","1990","3762"
"NOR","","PSYCHIATRIC","1991","3467"
"NOR","","PSYCHIATRIC","1992","3310"
"NOR","","PSYCHIATRIC","1993","3338"
"NOR","","PSYCHIATRIC","1994","3175"
"NOR","","PSYCHIATRIC","1995","3112"
"NOR","","PSYCHIATRIC","1996","3013"
"NOR","","PSYCHIATRIC","1997","3037"
"NOR","","PSYCHIATRIC","1998","3190"
"NOR","","PSYCHIATRIC","1999","3151"
"NOR","","PSYCHIATRIC","2000","3108"
"NOR","","PSYCHIATRIC","2001","3282"
"NOR","","PSYCHIATRIC","2002","5751"
"NOR","","PSYCHIATRIC","2003","5633"
"NOR","","PSYCHIATRIC","2004","6990"
"NOR","","PSYCHIATRIC","2005","7168"
"NOR","","PSYCHIATRIC","2006","7124"
"NOR","","PSYCHIATRIC","2007","6961"
"NOR","","PSYCHIATRIC","2008","6676"
"NOR","","PSYCHIATRIC","2009","6635"
"NOR","","PSYCHIATRIC","2010","6528"
"NOR","","PSYCHIATRIC","2011","6420"
"NOR","","PSYCHIATRIC","2012","6075"
"NOR","","PSYCHIATRIC","2013","5881"
"POL","","PSYCHIATRIC","2003","27299"
"POL","","PSYCHIATRIC","2004","26191"
"POL","","PSYCHIATRIC","2005","25721"
"POL","","PSYCHIATRIC","2006","25930"
"POL","","PSYCHIATRIC","2007","25380"
"POL","","PSYCHIATRIC","2008","24713"
"POL","","PSYCHIATRIC","2009","24460"
"POL","","PSYCHIATRIC","2010","24097"
"POL","","PSYCHIATRIC","2011","24278"
"POL","","PSYCHIATRIC","2012","24061"
"POL","","PSYCHIATRIC","2013","24097"
"PRT","","PSYCHIATRIC","1985","8478"
"PRT","","PSYCHIATRIC","1986","8987"
"PRT","","PSYCHIATRIC","1987","9121"
"PRT","","PSYCHIATRIC","1988","8845"
"PRT","","PSYCHIATRIC","1989","8804"
"PRT","","PSYCHIATRIC","1990","8799"
"PRT","","PSYCHIATRIC","1991","8558"
"PRT","","PSYCHIATRIC","1992","7263"
"PRT","","PSYCHIATRIC","1993","7180"
"PRT","","PSYCHIATRIC","1994","7154"
"PRT","","PSYCHIATRIC","1995","7191"
"PRT","","PSYCHIATRIC","1996","7320"
"PRT","","PSYCHIATRIC","1997","7117"
"PRT","","PSYCHIATRIC","1998","6958"
"PRT","","PSYCHIATRIC","1999","7054"
"PRT","","PSYCHIATRIC","2000","6953"
"PRT","","PSYCHIATRIC","2001","6951"
"PRT","","PSYCHIATRIC","2002","6596"
"PRT","","PSYCHIATRIC","2003","6831"
"PRT","","PSYCHIATRIC","2004","6861"
"PRT","","PSYCHIATRIC","2005","6757"
"PRT","","PSYCHIATRIC","2006","6622"
"PRT","","PSYCHIATRIC","2007","6562"
"PRT","","PSYCHIATRIC","2008","6325"
"PRT","","PSYCHIATRIC","2009","6225"
"PRT","","PSYCHIATRIC","2010","6122"
"PRT","","PSYCHIATRIC","2011","5977"
"PRT","","PSYCHIATRIC","2012","5537"
"PRT","","PSYCHIATRIC","2013","5746"
"ROU","","PSYCHIATRIC","1980","22304"
"ROU","","PSYCHIATRIC","1985","22412"
"ROU","","PSYCHIATRIC","1986","22418"
"ROU","","PSYCHIATRIC","1987","22194"
"ROU","","PSYCHIATRIC","1988","22144"
"ROU","","PSYCHIATRIC","1989","22083"
"ROU","","PSYCHIATRIC","1990","22131"
"ROU","","PSYCHIATRIC","1991","21961"
"ROU","","PSYCHIATRIC","1992","20538"
"ROU","","PSYCHIATRIC","1993","20418"
"ROU","","PSYCHIATRIC","1994","20200"
"ROU","","PSYCHIATRIC","1995","20068"
"ROU","","PSYCHIATRIC","1996","20044"
"ROU","","PSYCHIATRIC","1997","20120"
"ROU","","PSYCHIATRIC","1998","19920"
"ROU","","PSYCHIATRIC","1999","19973"
"ROU","","PSYCHIATRIC","2000","18299"
"ROU","","PSYCHIATRIC","2001","18322"
"ROU","","PSYCHIATRIC","2002","18094"
"ROU","","PSYCHIATRIC","2003","16567"
"ROU","","PSYCHIATRIC","2004","16467"
"ROU","","PSYCHIATRIC","2005","16317"
"ROU","","PSYCHIATRIC","2006","16694"
"ROU","","PSYCHIATRIC","2007","16574"
"ROU","","PSYCHIATRIC","2008","16572"
"ROU","","PSYCHIATRIC","2009","16833"
"ROU","","PSYCHIATRIC","2010","16533"
"ROU","","PSYCHIATRIC","2011","16373"
"ROU","","PSYCHIATRIC","2012","16461"
"ROU","","PSYCHIATRIC","2013","16540"
"RUS","","PSYCHIATRIC","1986","192675"
"RUS","","PSYCHIATRIC","1992","192043"
"RUS","","PSYCHIATRIC","1993","190060"
"RUS","","PSYCHIATRIC","1994","187493"
"RUS","","PSYCHIATRIC","1995","186347"
"RUS","","PSYCHIATRIC","1996","182906"
"RUS","","PSYCHIATRIC","1997","180087"
"RUS","","PSYCHIATRIC","1998","178145"
"RUS","","PSYCHIATRIC","1999","173474"
"RUS","","PSYCHIATRIC","2000","172394"
"RUS","","PSYCHIATRIC","2001","168693"
"RUS","","PSYCHIATRIC","2002","166194"
"RUS","","PSYCHIATRIC","2003","164752"
"RUS","","PSYCHIATRIC","2004","163384"
"RUS","","PSYCHIATRIC","2005","161748"
"RUS","","PSYCHIATRIC","2006","159996"
"RUS","","PSYCHIATRIC","2007","156657"
"RUS","","PSYCHIATRIC","2008","155834"
"RUS","","PSYCHIATRIC","2009","153687"
"RUS","","PSYCHIATRIC","2010","151428"
"RUS","","PSYCHIATRIC","2011","149738"
"RUS","","PSYCHIATRIC","2012","146427"
"RUS","","PSYCHIATRIC","2013","143612"
"","SEEHN","PSYCHIATRIC","2006","37864"
"","SEEHN","PSYCHIATRIC","2007","37524"
"","SEEHN","PSYCHIATRIC","2008","37368"
"","SEEHN","PSYCHIATRIC","2009","37780"
"","SEEHN","PSYCHIATRIC","2010","37337"
"","SEEHN","PSYCHIATRIC","2011","36896"
"","SEEHN","PSYCHIATRIC","2012","36986"
"ESP","","PSYCHIATRIC","1985","35342"
"ESP","","PSYCHIATRIC","1986","33059"
"ESP","","PSYCHIATRIC","1987","31321"
"ESP","","PSYCHIATRIC","1988","30100"
"ESP","","PSYCHIATRIC","1989","29634"
"ESP","","PSYCHIATRIC","1990","27532"
"ESP","","PSYCHIATRIC","1991","26400"
"ESP","","PSYCHIATRIC","1992","25050"
"ESP","","PSYCHIATRIC","1993","24390"
"ESP","","PSYCHIATRIC","1994","24165"
"ESP","","PSYCHIATRIC","1995","23639"
"ESP","","PSYCHIATRIC","1996","23071"
"ESP","","PSYCHIATRIC","1997","22278"
"ESP","","PSYCHIATRIC","1998","21100"
"ESP","","PSYCHIATRIC","1999","21315"
"ESP","","PSYCHIATRIC","2000","20891"
"ESP","","PSYCHIATRIC","2001","20652"
"ESP","","PSYCHIATRIC","2002","20797"
"ESP","","PSYCHIATRIC","2003","20401"
"ESP","","PSYCHIATRIC","2004","20318"
"ESP","","PSYCHIATRIC","2005","19865"
"ESP","","PSYCHIATRIC","2006","20228"
"ESP","","PSYCHIATRIC","2007","18564"
"ESP","","PSYCHIATRIC","2008","18726"
"ESP","","PSYCHIATRIC","2009","18796"
"ESP","","PSYCHIATRIC","2010","18455"
"ESP","","PSYCHIATRIC","2011","17376"
"ESP","","PSYCHIATRIC","2012","16783"
"ESP","","PSYCHIATRIC","2013","16931"
"SRB","","PSYCHIATRIC","2006","6204"
"SRB","","PSYCHIATRIC","2007","6062"
"SRB","","PSYCHIATRIC","2008","5926"
"SRB","","PSYCHIATRIC","2009","6011"
"SRB","","PSYCHIATRIC","2010","6233"
"SRB","","PSYCHIATRIC","2011","6257"
"SRB","","PSYCHIATRIC","2012","6084"
"SVK","","PSYCHIATRIC","1996","4864"
"SVK","","PSYCHIATRIC","1997","5005"
"SVK","","PSYCHIATRIC","1998","4995"
"SVK","","PSYCHIATRIC","1999","4995"
"SVK","","PSYCHIATRIC","2000","5031"
"SVK","","PSYCHIATRIC","2001","5003"
"SVK","","PSYCHIATRIC","2002","5060"
"SVK","","PSYCHIATRIC","2003","4831"
"SVK","","PSYCHIATRIC","2004","4669"
"SVK","","PSYCHIATRIC","2005","4502"
"SVK","","PSYCHIATRIC","2006","4514"
"SVK","","PSYCHIATRIC","2007","4450"
"SVK","","PSYCHIATRIC","2008","4379"
"SVK","","PSYCHIATRIC","2009","4336"
"SVK","","PSYCHIATRIC","2010","4316"
"SVK","","PSYCHIATRIC","2011","4148"
"SVK","","PSYCHIATRIC","2012","4199"
"SVK","","PSYCHIATRIC","2013","4417"
"SVN","","PSYCHIATRIC","1980","1817"
"SVN","","PSYCHIATRIC","1985","1614"
"SVN","","PSYCHIATRIC","1986","1614"
"SVN","","PSYCHIATRIC","1987","1614"
"SVN","","PSYCHIATRIC","1988","1614"
"SVN","","PSYCHIATRIC","1989","1614"
"SVN","","PSYCHIATRIC","1990","1614"
"SVN","","PSYCHIATRIC","1991","1614"
"SVN","","PSYCHIATRIC","1992","1614"
"SVN","","PSYCHIATRIC","1993","1594"
"SVN","","PSYCHIATRIC","1994","1594"
"SVN","","PSYCHIATRIC","1995","1594"
"SVN","","PSYCHIATRIC","1996","1599"
"SVN","","PSYCHIATRIC","1997","1583"
"SVN","","PSYCHIATRIC","1998","1583"
"SVN","","PSYCHIATRIC","1999","1537"
"SVN","","PSYCHIATRIC","2000","1525"
"SVN","","PSYCHIATRIC","2001","1496"
"SVN","","PSYCHIATRIC","2002","1477"
"SVN","","PSYCHIATRIC","2003","1471"
"SVN","","PSYCHIATRIC","2004","1471"
"SVN","","PSYCHIATRIC","2005","1472"
"SVN","","PSYCHIATRIC","2006","1430"
"SVN","","PSYCHIATRIC","2007","1369"
"SVN","","PSYCHIATRIC","2008","1397"
"SVN","","PSYCHIATRIC","2009","1339"
"SVN","","PSYCHIATRIC","2010","1333"
"SVN","","PSYCHIATRIC","2011","1344"
"SVN","","PSYCHIATRIC","2012","1370"
